Name,Manufacturer,Availability,Quantity,Price,Images_link
Sebamed Anti-dandruff Shampoo - 200ml,Sebamed,TRUE,20,600,['https://cdn01.pharmeasy.in/dam/products_otc/I00360/sebamed-anti-dandruff-shampoo-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Anti-dry Hydrating Body Lotion 200ml,Sebamed,TRUE,20,854,['https://cdn01.pharmeasy.in/dam/products_otc/365651/sebamed-anti-dry-hydrating-body-lotion-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Cleansing Bar 100gm,Sebamed,TRUE,20,199,['https://cdn01.pharmeasy.in/dam/products_otc/196227/sebamed-cleansing-bar-100gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Cleansing Shower Oil 200ml,Sebamed,TRUE,20,1037,['https://cdn01.pharmeasy.in/dam/products_otc/225089/sebamed-cleansing-shower-oil-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Clear Face Care Gel 50ml,Sebamed,TRUE,20,476,['https://cdn01.pharmeasy.in/dam/products_otc/I03478/sebamed-clear-face-care-gel-50ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Clear Face Cleansing Bar 100gm,Sebamed,TRUE,20,189,['https://cdn01.pharmeasy.in/dam/products_otc/196229/sebamed-clear-face-cleansing-bar-100gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Clear Face Cleansing Foam 50ml,Sebamed,TRUE,20,322,['https://cdn01.pharmeasy.in/dam/products_otc/I10064/sebamed-clear-face-cleansing-foam-50ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Face Care Gel 50ml,Sebamed,TRUE,20,476,['https://cdn01.pharmeasy.in/dam/products_otc/196228/sebamed-face-care-gel-50ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Fresh Shower Gel 200ml,Sebamed,TRUE,20,666,['https://cdn01.pharmeasy.in/dam/products_otc/226250/sebamed-fresh-shower-gel-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Multiprotect Sun Lotion Spf50 150ml,Sebamed,TRUE,20,1419,['https://cdn01.pharmeasy.in/dam/products_otc/N53589/sebamed-multiprotect-sun-lotion-spf50-150ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Multiprotect Sun Spray Spf30 150ml,Sebamed,TRUE,20,1237,['https://cdn01.pharmeasy.in/dam/products_otc/F17341/sebamed-multiprotect-sun-spray-spf30-150ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Olive Face & Body Wash 200ml,Sebamed,TRUE,20,663,['https://cdn01.pharmeasy.in/dam/products_otc/222824/sebamed-olive-face-body-wash-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Pro Regenerating Cream,Sebamed,TRUE,20,2400,['https://cdn01.pharmeasy.in/dam/products_otc/U69108/sebamed-pro-regenerating-cream-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Spf 30 Sun Spray 150ml,Sebamed,TRUE,20,1237,['https://cdn01.pharmeasy.in/dam/products_otc/219828/sebamed-spf-30-sun-spray-150ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Suncare Lotion 50+ 150ml,Sebamed,TRUE,20,1382,['https://cdn01.pharmeasy.in/dam/products_otc/219851/sebamed-suncare-lotion-50-150ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sesa Ayurvedic Hair Oil (strong Roots) - 100ml,SESA,TRUE,20,180,['https://cdn01.pharmeasy.in/dam/products_otc/C69727/sesa-ayurvedic-hair-oil-strong-roots-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sesa Ayurvedic Hair Spa Kit,SESA,TRUE,20,299,['https://cdn01.pharmeasy.in/dam/products_otc/Q19385/sesa-ayurvedic-hair-spa-kit-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sesa Hair Shampoo - 200ml,SESA,TRUE,20,175,['https://cdn01.pharmeasy.in/dam/products_otc/A51538/sesa-hair-shampoo-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sesa Hair Shampoo - 350ml,SESA,TRUE,20,299,['https://cdn01.pharmeasy.in/dam/products_otc/W73586/sesa-hair-shampoo-350ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sesa Oil 100ml,SESA,TRUE,20,150,['https://cdn01.pharmeasy.in/dam/products_otc/158780/sesa-oil-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sesa Oil 200ml,SESA,TRUE,20,280,['https://cdn01.pharmeasy.in/dam/products_otc/158785/sesa-oil-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sirona Fda Approved Premium Digital Tampon (heavy Flow) - 20 Tampon,Sirona,TRUE,20,315,['https://cdn01.pharmeasy.in/dam/products_otc/I48474/sirona-fda-approved-premium-digital-tampon-heavy-flow-20-tampon-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sirona Feminine Pain Relief Patches - 5 Patches,Sirona,TRUE,20,249,['https://cdn01.pharmeasy.in/dam/products_otc/I48459/sirona-feminine-pain-relief-patches-5-patches-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sirona Premium Digital Tampon (regular Flow) Medium Flow - 12 Pcs,Sirona,TRUE,20,195,['https://cdn01.pharmeasy.in/dam/products_otc/I48483/sirona-premium-digital-tampon-regular-flow-medium-flow-12-pcs-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sirona Premium Digital Tampon Heavy Flow - 12 Pieces,Sirona,TRUE,20,215,['https://cdn01.pharmeasy.in/dam/products_otc/I48484/sirona-premium-digital-tampon-heavy-flow-12-pieces-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sirona Reusable Menstrual Cup With Fda Compliant Medical Grade Silicone - Large,Sirona,TRUE,20,399,['https://cdn01.pharmeasy.in/dam/products_otc/I48470/sirona-reusable-menstrual-cup-with-fda-compliant-medical-grade-silicone-large-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sirona Reusable Menstrual Cup With Fda Compliant Medical Grade Silicone - Medium,Sirona,TRUE,20,399,['https://cdn01.pharmeasy.in/dam/products_otc/I48469/sirona-reusable-menstrual-cup-with-fda-compliant-medical-grade-silicone-medium-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sirona Reusable Menstrual Cup With Fda Compliant Medical Grade Silicone - Small,Sirona,TRUE,20,799,['https://cdn01.pharmeasy.in/dam/products_otc/I48476/sirona-reusable-menstrual-cup-with-fda-compliant-medical-grade-silicone-small-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sirona Under Arm Sweat Pads For Men And Women - 12 Pads,Sirona,TRUE,20,250,['https://cdn01.pharmeasy.in/dam/products_otc/I48467/sirona-under-arm-sweat-pads-for-men-and-women-12-pads-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sirona Under Arm Sweat Pads For Men And Women - 24 Pads,Sirona,TRUE,20,445,['https://cdn01.pharmeasy.in/dam/products_otc/I48457/sirona-under-arm-sweat-pads-for-men-and-women-24-pads-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sloans Balm 20gm,SLOANS,TRUE,20,65,['https://cdn01.pharmeasy.in/dam/products_otc/160640/sloans-balm-20gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sloans Liniment 71ml,SLOANS,TRUE,20,80,['https://cdn01.pharmeasy.in/dam/products_otc/160650/sloans-liniment-71ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Softovac Bowel Regulator - 100g,Softovac,TRUE,20,135,['https://cdn01.pharmeasy.in/dam/products_otc/I11042/softovac-bowel-regulator-100g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Softovac Bowel Regulator Powder - 250g,Softovac,TRUE,20,310,['https://cdn01.pharmeasy.in/dam/products_otc/I40514/softovac-bowel-regulator-powder-250g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Softovac-o Bowel Regulator Orange Flavour Powder - 80g,Softovac,TRUE,20,129,['https://cdn01.pharmeasy.in/dam/products_otc/L14276/softovac-o-bowel-regulator-orange-flavour-powder-80g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Softovac-sf Sugar Free Powder - 100g,Softovac,TRUE,20,145,['https://cdn01.pharmeasy.in/dam/products_otc/161160/softovac-sf-sugar-free-powder-100g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Softovac-sf Sugar Free Powder - 250g,Softovac,TRUE,20,340,['https://cdn01.pharmeasy.in/dam/products_otc/I40513/softovac-sf-sugar-free-powder-250g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Stayfree Advanced All Night Ultra-comfort Napkin With Wings - 7 Pads (extra Large),Stayfree,TRUE,20,90,['https://cdn01.pharmeasy.in/dam/products_otc/G15680/stayfree-advanced-all-night-ultra-comfort-napkin-with-wings-7-pads-extra-large-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Stayfree Advanced Ultra-comfort Napkin With Wings - 14 Pads (extra Large),Stayfree,TRUE,20,175,['https://cdn01.pharmeasy.in/dam/products_otc/I35201/stayfree-advanced-ultra-comfort-napkin-with-wings-14-pads-extra-large-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Stayfree Dry-max Ultra-dry Napkin With Wings - 16 Pads,Stayfree,TRUE,20,167,['https://cdn01.pharmeasy.in/dam/products_otc/C83048/stayfree-dry-max-ultra-dry-napkin-with-wings-16-pads-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Stayfree Secure Ultra Thin With Wings - 10 Pads Xl,Stayfree,TRUE,20,66,['https://cdn01.pharmeasy.in/dam/products_otc/E35929/stayfree-secure-ultra-thin-with-wings-10-pads-xl-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Stop-nic Nicotine Gum 2mg [standard Pack],STOP-NIC,TRUE,20,64,['https://cdn01.pharmeasy.in/dam/products_otc/V19219/stop-nic-nicotine-gum-2mg-standard-pack-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sugarlite - 50% Less Calories Sugar Jar - 500gm,Sugarlite,TRUE,20,99,['https://cdn01.pharmeasy.in/dam/products_otc/Z63146/sugarlite-50-less-calories-sugar-jar-500gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Swisse Beauty Collagen+ - 30 Tabs,Swisse,TRUE,20,1249,['https://cdn01.pharmeasy.in/dam/products_otc/R36220/swisse-beauty-collagen-30-tabs-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Swisse Beauty Hair Skin Nails - 300ml,Swisse,TRUE,20,1749,['https://cdn01.pharmeasy.in/dam/products_otc/F44685/swisse-beauty-hair-skin-nails-300ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Swisse Sc Blood Orange Brightening Cream Moisturiser - 50ml,Swisse,TRUE,20,1549,['https://cdn01.pharmeasy.in/dam/products_otc/X74313/swisse-sc-blood-orange-brightening-cream-moisturiser-50ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Swisse Sc Blood Orange Brightening Facial Serum - 30ml,Swisse,TRUE,20,1699,['https://cdn01.pharmeasy.in/dam/products_otc/Z58384/swisse-sc-blood-orange-brightening-facial-serum-30ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Swisse Sc Manuka Honey Daily Glow Foaming Cleanser - 120ml,Swisse,TRUE,20,799,['https://cdn01.pharmeasy.in/dam/products_otc/E72507/swisse-sc-manuka-honey-daily-glow-foaming-cleanser-120ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Swisse Sc Manuka Honey Detoxifying Clay Mask - 70gm,Swisse,TRUE,20,999,['https://cdn01.pharmeasy.in/dam/products_otc/Z55132/swisse-sc-manuka-honey-detoxifying-clay-mask-70gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Swisse Ub Calcium +vitamin D - 90tabs,Swisse,TRUE,20,1299,['https://cdn01.pharmeasy.in/dam/products_otc/N10913/swisse-ub-calcium-vitamin-d-90tabs-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Swisse Ub Hs Cranberry - 30 Capsules,Swisse,TRUE,20,1299,['https://cdn01.pharmeasy.in/dam/products_otc/X42044/swisse-ub-hs-cranberry-30-capsules-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Swisse Ub Hs Odrls Wild Fish Oil 1500mg - 200 Capsules,Swisse,TRUE,20,2349,['https://cdn01.pharmeasy.in/dam/products_otc/E24840/swisse-ub-hs-odrls-wild-fish-oil-1500mg-200-capsules-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Swisse Ub Joint Repair - 90tabs,Swisse,TRUE,20,3449,['https://cdn01.pharmeasy.in/dam/products_otc/A42278/swisse-ub-joint-repair-90tabs-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Swisse Ub Magnesium - 60 Tabs,Swisse,TRUE,20,1149,['https://cdn01.pharmeasy.in/dam/products_otc/X73094/swisse-ub-magnesium-60-tabs-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Tetmosol 5% Soap 100gm,TETMOSOL,TRUE,20,80.8,['https://cdn01.pharmeasy.in/dam/products_otc/265998/tetmosol-5-soap-100gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
V Bath Ph 3.5 Intimate Hygiene Cleanser 100ml,V Bath,TRUE,20,165,['https://cdn01.pharmeasy.in/dam/products_otc/330136/v-bath-ph-35-intimate-hygiene-cleanser-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Veet Hair Removal Cream - 50 G (nikhar),Veet,TRUE,20,125,['https://cdn01.pharmeasy.in/dam/products_otc/I40185/veet-hair-removal-cream-50-g-nikhar-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Veet Hair Removal Cream, Dry Skin - 50 G",Veet,TRUE,20,125,['https://cdn01.pharmeasy.in/dam/products_otc/I05332/veet-hair-removal-cream-dry-skin-50-g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Veet Silk & Fresh Hair Removal Cream, Normal Skin - 50 G",Veet,TRUE,20,120,['https://cdn01.pharmeasy.in/dam/products_otc/I40180/veet-silk-fresh-hair-removal-cream-normal-skin-50-g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Veet Silk & Fresh Hair Removal Cream, Normal Skin -100 G",Veet,TRUE,20,199,['https://cdn01.pharmeasy.in/dam/products_otc/I40171/veet-silk-fresh-hair-removal-cream-normal-skin-100-g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Veet Silk & Fresh Hair Removal Cream, Sensitive Skin - 50 G",Veet,TRUE,20,120,['https://cdn01.pharmeasy.in/dam/products_otc/I40181/veet-silk-fresh-hair-removal-cream-sensitive-skin-50-g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Venusia Cleansing Moist Syndet Bar 75gm,VENUSIA CLEANSING MOIST SYNDET BAR,TRUE,20,169,['https://cdn01.pharmeasy.in/dam/products_otc/I05250/venusia-cleansing-moist-syndet-bar-75gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Venusia Max Intensive Moisturizing Cream For Dry & Very Dry Skin - 150gm,Venusia,TRUE,20,458,['https://cdn01.pharmeasy.in/dam/products_otc/180461/venusia-max-intensive-moisturizing-cream-for-dry-very-dry-skin-150gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Venusia Max Intensive Moisturizing Lotion For All Skin Types & Every Day Use - 300gm,Venusia,TRUE,20,546.5,['https://cdn01.pharmeasy.in/dam/products_otc/263100/venusia-max-intensive-moisturizing-lotion-for-all-skin-types-every-day-use-300gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Venusia Moisturizing Cream For Dry Sensitive Skin & Every Day Use - 100gm,Venusia,TRUE,20,348,['https://cdn01.pharmeasy.in/dam/products_otc/X39340/venusia-moisturizing-cream-for-dry-sensitive-skin-every-day-use-100gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Venusia Moisturizing Lotion (non-comedogenic) - 200ml,Venusia,TRUE,20,495,['https://cdn01.pharmeasy.in/dam/products_otc/242434/venusia-moisturizing-lotion-non-comedogenic-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Venusia Moisturizing Lotion - 100ml,Venusia,TRUE,20,328,['https://cdn01.pharmeasy.in/dam/products_otc/209143/venusia-moisturizing-lotion-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Venusia Soft+ Moisturizing Lotion For Itchy And Dry Skin - 100ml,Venusia,TRUE,20,333,['https://cdn01.pharmeasy.in/dam/products_otc/I13683/venusia-soft-moisturizing-lotion-for-itchy-and-dry-skin-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Vicks Vapo Rub Maha Saver Pack - 110ml,VICKS,TRUE,20,230,['https://cdn01.pharmeasy.in/dam/products_otc/I07006/vicks-vapo-rub-maha-saver-pack-110ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Vicks Vaporub 25ml,VICKS,TRUE,20,75,['https://cdn01.pharmeasy.in/dam/products_otc/181135/vicks-vaporub-25ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Vicks Vaporub 50ml,VICKS,TRUE,20,130,['https://cdn01.pharmeasy.in/dam/products_otc/181140/vicks-vaporub-50ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Vicks Vaporub 5ml,VICKS,TRUE,20,20,['https://cdn01.pharmeasy.in/dam/products_otc/181145/vicks-vaporub-5ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Vwash Plus 100 Ml,V WASH PLUS,TRUE,20,180,['https://cdn01.pharmeasy.in/dam/products_otc/224994/vwash-plus-100-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Vwash Plus 350 Ml (pump),V WASH PLUS,TRUE,20,415,['https://cdn01.pharmeasy.in/dam/products_otc/I09346/vwash-plus-350-ml-pump-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Vwash Plus Ph 3.5 Liquid Wash 200ml,VWASH PLUS,TRUE,20,300,['https://cdn01.pharmeasy.in/dam/products_otc/259379/vwash-plus-ph-35-liquid-wash-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Vwash Plus Ph 3.5 Liquid Wash 20ml,VWASH PLUS,TRUE,20,45,['https://cdn01.pharmeasy.in/dam/products_otc/I02874/vwash-plus-ph-35-liquid-wash-20ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
West-coast Clearclin Acne Control Facewash - 60ml,West Coast,TRUE,20,160,['https://cdn01.pharmeasy.in/dam/products_otc/M24345/west-coast-clearclin-acne-control-facewash-60ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Whisper Ultra Clean Sanitary Pads - 30 Pieces (xl Plus),Whisper,TRUE,20,298,['https://cdn01.pharmeasy.in/dam/products_otc/I40410/whisper-ultra-clean-sanitary-pads-30-pieces-xl-plus-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Whisper Ultra Nights Sanitary Pads With Wings - 10 Pieces (xxxl),Whisper,TRUE,20,250,['https://cdn01.pharmeasy.in/dam/products_otc/I40417/whisper-ultra-nights-sanitary-pads-with-wings-10-pieces-xxxl-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Whisper Ultra Overnight Sanitary Pads With Wings - 15 Pieces (xl Plus),Whisper,TRUE,20,175,['https://cdn01.pharmeasy.in/dam/products_otc/I40416/whisper-ultra-overnight-sanitary-pads-with-wings-15-pieces-xl-plus-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Whisper Ultra Overnight Sanitary Pads With Wings - 30 Pieces (xl Plus),Whisper,TRUE,20,319,['https://cdn01.pharmeasy.in/dam/products_otc/I40409/whisper-ultra-overnight-sanitary-pads-with-wings-30-pieces-xl-plus-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Whisper Ultra Overnight Sanitary Pads Xl Plus 7 Pc Pack,Whisper,TRUE,20,85,['https://cdn01.pharmeasy.in/dam/products_otc/I05121/whisper-ultra-overnight-sanitary-pads-xl-plus-7-pc-pack-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Whisper Ultra Soft Sanitary Pads - 15 Pieces (xl),Whisper,TRUE,20,135,['https://cdn01.pharmeasy.in/dam/products_otc/I04981/whisper-ultra-soft-sanitary-pads-15-pieces-xl-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Whisper Ultra Soft Sanitary Pads - 50 Pieces (xl),Whisper,TRUE,20,415,['https://cdn01.pharmeasy.in/dam/products_otc/I40415/whisper-ultra-soft-sanitary-pads-50-pieces-xl-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wipeout Sanitizing Wipes - 25 Wipes (5 Packs Of 5 Wipes Each) - (free Wipeout Moisturizing Hand Sanitizer - 30ml),MyGlamm,TRUE,20,345,['https://cdn01.pharmeasy.in/dam/products_otc/Z71772/myglamm-cleansing-wipes-125-grams-pack-of-5-free-myglamm-wipeout-hand-sanitizer-30-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Wow Anti Acne Neem & Tea Tree Face Wash - Oil Free - No Parabens, Sulphate, Silicones & Color - 100ml",WOW Skin Science,TRUE,20,299,['https://cdn01.pharmeasy.in/dam/products_otc/K14292/wow-anti-acne-neem-tea-tree-face-wash-oil-free-no-parabens-sulphate-silicones-color-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Wow Apple Cider Vinegar Foaming Face Wash - No Parabens, Sulphate And Silicones (with Built-in Brush), 100 Ml`",WOW Skin Science,TRUE,20,399,['https://cdn01.pharmeasy.in/dam/products_otc/T86139/wow-apple-cider-vinegar-foaming-face-wash-no-parabens-sulphate-and-silicones-with-built-in-brush-100-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wow Skin Science 10-in-1 Miracle Hair Oil - 200 Ml,WOW Skin Science,TRUE,20,599,['https://cdn01.pharmeasy.in/dam/products_otc/Z58122/wow-skin-science-10-in-1-miracle-hair-oil-200-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wow Skin Science Aloe Vera Gel - 250 Ml,WOW Skin Science,TRUE,20,449,['https://cdn01.pharmeasy.in/dam/products_otc/V30239/wow-skin-science-aloe-vera-gel-250-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wow Skin Science Apple Cider Vinegar Shampoo (500 Ml),WOW Skin Science,TRUE,20,575,['https://cdn01.pharmeasy.in/dam/products_otc/A29276/wow-skin-science-apple-cider-vinegar-shampoo-500-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wow Skin Science Apple Cider Vinegar Shampoo Tube (200 Ml),WOW Skin Science,TRUE,20,299,['https://cdn01.pharmeasy.in/dam/products_otc/C08334/wow-skin-science-apple-cider-vinegar-shampoo-tube-200-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wow Skin Science Hair Conditioner 150 Ml Tube,WOW Skin Science,TRUE,20,289,['https://cdn01.pharmeasy.in/dam/products_otc/Z94781/wow-skin-science-hair-conditioner-150-ml-tube-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wow Skin Science Hair Conditioner 500ml,WOW Skin Science,TRUE,20,599,['https://cdn01.pharmeasy.in/dam/products_otc/O05692/wow-skin-science-hair-conditioner-500ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wow Skin Science Hair Loss Control Therapy Conditioner - 150 Ml - Tube,WOW Skin Science,TRUE,20,289,['https://cdn01.pharmeasy.in/dam/products_otc/Q95721/wow-skin-science-hair-loss-control-therapy-conditioner-150-ml-tube-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wow Skin Science Hair Loss Control Therapy Shampoo (500 Ml),WOW Skin Science,TRUE,20,575,['https://cdn01.pharmeasy.in/dam/products_otc/F34168/wow-skin-science-hair-loss-control-therapy-shampoo-500-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wow Skin Science Hair Loss Control Therapy Shampoo Tube (200 Ml),WOW Skin Science,TRUE,20,299,['https://cdn01.pharmeasy.in/dam/products_otc/K16263/wow-skin-science-hair-loss-control-therapy-shampoo-tube-200-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wow Skin Science Onion Black Seed Hair Oil-200 Ml,WOW Skin Science,TRUE,20,599,['https://cdn01.pharmeasy.in/dam/products_otc/K90181/wow-skin-science-onion-black-seed-hair-oil-200-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wow Skin Science Red Onion Black Seed Oil Hair Conditioner - 500ml,WOW Skin Science,TRUE,20,599,['https://cdn01.pharmeasy.in/dam/products_otc/V31038/wow-skin-science-red-onion-black-seed-oil-hair-conditioner-500ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wow Skin Science Red Onion Black Seed Oil Hair Conditioner Tube - 150ml,WOW Skin Science,TRUE,20,289,['https://cdn01.pharmeasy.in/dam/products_otc/T02525/wow-skin-science-red-onion-black-seed-oil-hair-conditioner-tube-150ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Wow Skin Science Red Onion Black Seed Oil Shampoo Tube - 200ml,WOW Skin Science,TRUE,20,299,['https://cdn01.pharmeasy.in/dam/products_otc/M61689/wow-skin-science-red-onion-black-seed-oil-shampoo-tube-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"""lakme Blush & Glow Lemon Freshness Gel Facewash With Lemon Extracts",Lakme,FALSE,20,105,['https://cdn01.pharmeasy.in/dam/products_otc/G74213/lakme-blush-glow-lemon-freshness-gel-facewash-with-lemon-extracts-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
2baconil 2mg Nicotine Gum For Quit Smoking/tobacco (for Less Than 20 Cigarettes/day Smoker) Pack Of 50 Gums,Rusan Healthcare,FALSE,20,300,['https://cdn01.pharmeasy.in/dam/products_otc/334404/2baconil-2mg-nicotine-gum-for-quit-smoking-tobacco-for-less-than-20-cigarettes-day-smoker-pack-of-50-gums-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Abzorb Anit Fungal Powder - 50 Gm,ABZORB,FALSE,20,75,['https://cdn01.pharmeasy.in/dam/products_otc/I32611/abzorb-anit-fungal-powder-50-gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Accare Face Wash 100ml,ACCARE,FALSE,20,275,['https://cdn01.pharmeasy.in/dam/products_otc/I12321/accare-face-wash-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Achigun Face Wash 100ml,ACHIGUN,FALSE,20,450,['https://cdn01.pharmeasy.in/dam/products_otc/I43003/achigun-face-wash-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Acne Guard Face Wash Gel 50gm,ACNEGUARD,FALSE,20,130,['https://cdn01.pharmeasy.in/dam/products_otc/320017/acne-guard-face-wash-gel-50gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Acneguard Gold Foaming Face Wash 150ml,ACNEGUARD GOLD,FALSE,20,475,['https://cdn01.pharmeasy.in/dam/products_otc/G07282/acneguard-gold-foaming-face-wash-150ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Acnestal Fm Face Wash 60ml,ACNESTAL FM,FALSE,20,175,['https://cdn01.pharmeasy.in/dam/products_otc/I00729/acnestal-fm-face-wash-60ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Activkids Unobiotics Junior 10 Gm X 10 Sachet,ActivKids UnoBiotics,FALSE,20,49,['https://cdn01.pharmeasy.in/dam/products_otc/G77153/activkids-unobiotics-junior-10-gm-x-10-sachet-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
